change_type,cluster_id,cluster_size,template_mined,cluster_count
cluster_created,42137,1,"<:CHAR:>shapes (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>) and (<<:CHAR:>NUM<:CHAR:>>,) not aligned<:CHAR:> <<:CHAR:>NUM<:CHAR:>> (dim <<:CHAR:>NUM<:CHAR:>>) != <<:CHAR:>NUM<:CHAR:>> (dim <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
cluster_template_changed,42114,2,cannot import name <<:CHAR:>VID<:CHAR:>> from partially initialized module <<:CHAR:>VID<:CHAR:>> (most likely due to a circular import) <:*:> qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\sklearn\ init <:CHAR:>py),1024
none,42090,2,bad input shape (),1024
cluster_created,42138,1,None,1024
none,39526,38,<<:CHAR:>NUM<:CHAR:>>,1024
cluster_template_changed,42088,2,invalid <:*:>,1024
cluster_created,42139,1,DLL load failed<:CHAR:> %<<:CHAR:>NUM<:CHAR:>> ist keine zulässige Win32-Anwendung<:CHAR:>,1024
none,42071,4,<<:CHAR:>VID<:CHAR:>> object is not <:*:>,1024
cluster_created,42140,1,[WinError <<:CHAR:>NUM<:CHAR:>>] The specified module could not be found,1024
none,42027,13,<<:CHAR:>VID<:CHAR:>> object has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_template_changed,42034,2,Input contains <:*:>,1024
cluster_created,42141,1,"<:CHAR:><:CHAR:><:CHAR:>None of [Int64Index([<<:CHAR:>NUM<:CHAR:>>], dtype=<<:CHAR:>VID<:CHAR:>>)] are in the [columns]<:CHAR:><:CHAR:><:CHAR:>",1024
cluster_template_changed,42115,2,<:CHAR:>Unknown label type<:CHAR:> <:*:> <:*:>,1024
none,41769,3,"<:CHAR:>not enough values to unpack (expected <<:CHAR:>NUM<:CHAR:>>, got <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
cluster_created,42142,1,"<:CHAR:>dlopen(/Users/Monday123/Downloads/anaconda/lib/python3<:CHAR:><<:CHAR:>NUM<:CHAR:>>/site-packages/daal/<<:CHAR:>URL<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:> Library not loaded<:CHAR:> @rpath/libdaal <<:CHAR:>URL<:CHAR:>><:CHAR:>",1024
none,42027,14,<<:CHAR:>VID<:CHAR:>> object has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_created,42143,1,Incompatible dimension for X and Y matrices<:CHAR:> <<:CHAR:>URL<:CHAR:>>[<<:CHAR:>NUM<:CHAR:>>] == <<:CHAR:>NUM<:CHAR:>> while <<:CHAR:>URL<:CHAR:>>[<<:CHAR:>NUM<:CHAR:>>] == <<:CHAR:>NUM<:CHAR:>>,1024
cluster_template_changed,42113,2,Unknown label type<:CHAR:> <:*:>,1024
cluster_created,42144,1,float() argument must be a string or a number,1024
none,42024,3,dimension mismatch,1024
cluster_created,42145,1,"<:CHAR:>print(<:CHAR:><:CHAR:>Check file location, program exiting <:CHAR:><:CHAR:><:CHAR:><:CHAR:><:CHAR:>)<:CHAR:>",1024
none,41907,3,<:*:> on <module <<:CHAR:>VID<:CHAR:>> (built-in)>,1024
none,42110,5,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
none,42041,6,No module named <:*:>,1024
none,42110,6,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
none,42064,2,cannot import name <<:CHAR:>VID<:CHAR:>>,1024
none,42085,4,module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_created,42146,1,"<:CHAR:>Command '[<<:CHAR:>VID<:CHAR:>>, '-cp', 'C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\guava-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\istack-commons-runtime-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\jaxb-core-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\jaxb-runtime-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\jcommander-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\jpmml-converter-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\jpmml-sklearn-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><<:CHAR:>URL<:CHAR:>><:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\jpmml-xgboost-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\pmml-agent-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\pmml-model-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\pmml-model-metro-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\pmml-schema-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\pyrolite-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\serpent-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\slf4j-api-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar<:CHAR:>C<:CHAR:>\\Python27\\lib\\site-packages\\sklearn2pmml\\resources\\slf4j-jdk14-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>jar', <<:CHAR:>VID<:CHAR:>>, '--pkl-estimator-input', 'c<:CHAR:>\\users\\Admin\\appdata\\local\\temp\\<<:CHAR:>URL<:CHAR:>>', '--repr-estimator', <:CHAR:><:CHAR:>SVC(C=<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, cache size=<<:CHAR:>NUM<:CHAR:>>, class weight=None, coef0=<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>,<:CHAR:>",1024
cluster_template_changed,42012,2,Found arrays with inconsistent numbers of samples<:CHAR:> [ <<:CHAR:>NUM<:CHAR:>> <:*:>,1024
cluster_created,42147,1,<<:CHAR:>NUM<:CHAR:>> return self<:CHAR:> <<:CHAR:>URL<:CHAR:>> loc(self<:CHAR:> maybe cast indexer(key)),1024
cluster_created,42148,1,multiclass format is not supported,1024
none,42110,7,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
none,42120,2,tuple index out of range,1024
cluster_created,42149,1,Data is not binary and pos label is not specified,1024
cluster_created,42150,1,blocks must be <<:CHAR:>NUM<:CHAR:>>-D,1024
cluster_created,42151,1,Classification metrics can't handle a mix of continuous-multioutput and multiclass targets,1024
cluster_created,42152,1,cannot import name remove dead weakref,1024
cluster_created,42153,1,"<:CHAR:>Supported target types are<:CHAR:> (<<:CHAR:>VID<:CHAR:>>, <<:CHAR:>VID<:CHAR:>>)<:CHAR:> Got 'multiclass-multioutput' instead<:CHAR:><:CHAR:>",1024
cluster_created,42154,1,Hub connection request timed out,1024
cluster_created,42155,1,index <<:CHAR:>NUM<:CHAR:>> is out of bounds for axis <<:CHAR:>NUM<:CHAR:>> with size <<:CHAR:>NUM<:CHAR:>>,1024
none,42125,3,cannot import name <:*:> <:*:>,1024
cluster_created,42156,1,Cannot cast array data from dtype(<<:CHAR:>VID<:CHAR:>>) to dtype('<U32') according to the rule <<:CHAR:>VID<:CHAR:>>,1024
cluster_created,42157,1,Restore folder doesn't contain model definition<:CHAR:>,1024
cluster_created,42158,1,unsupported pickle protocol<:CHAR:> <<:CHAR:>NUM<:CHAR:>>,1024
cluster_created,42159,1,init () got an unexpected keyword argument <<:CHAR:>VID<:CHAR:>>`,1024
cluster_created,42160,1,"<:CHAR:>Cannot clone object <<<:CHAR:>URL<:CHAR:>> <<:CHAR:>URL<:CHAR:>>ifier object at <<:CHAR:>HEX<:CHAR:>>>, as the constructor either does not set or modifies parameter hidden layers<:CHAR:>",1024
cluster_template_changed,42152,2,cannot import name <:*:> <:*:> <:*:>,1024
cluster_template_changed,42068,2,Unknown label type<:CHAR:> <:*:> <<:CHAR:>NUM<:CHAR:>>,1024
none,42113,3,Unknown label type<:CHAR:> <:*:>,1024
cluster_created,42161,1,too many values to unpack (expected <<:CHAR:>NUM<:CHAR:>>),1024
cluster_created,42162,1,GPU sync failed,1024
cluster_created,42163,1,invalid type promotion,1024
cluster_created,42164,1,cannot perform reduce with flexible type,1024
cluster_created,42165,1,'utf-<<:CHAR:>NUM<:CHAR:>><<:CHAR:>VID<:CHAR:>>t decode byte <<:CHAR:>HEX<:CHAR:>> in position <<:CHAR:>NUM<:CHAR:>><:CHAR:> invalid start byte,1024
cluster_created,42166,1,fit transform() takes <<:CHAR:>NUM<:CHAR:>> positional arguments but <<:CHAR:>NUM<:CHAR:>> were given,1024
cluster_created,42167,1,hog() got an unexpected keyword argument <<:CHAR:>VID<:CHAR:>>,1024
cluster_created,42168,1,"<:CHAR:>[joblib] Attempting to do parallel computing without protecting your import on a system that does not support forking<:CHAR:> To use parallel-computing in a script, you must protect your main loop using <:CHAR:><:CHAR:>if name == <<:CHAR:>VID<:CHAR:>><:CHAR:><:CHAR:><:CHAR:> Please see the joblib documentation on Parallel for more information<:CHAR:>",1024
cluster_created,42169,1,cannot convert the series to <type <<:CHAR:>VID<:CHAR:>>>,1024
none,42113,4,Unknown label type<:CHAR:> <:*:>,1024
none,42064,3,cannot import name <<:CHAR:>VID<:CHAR:>>,1024
none,42073,4,"<:CHAR:>bad input shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42091,3,empty vocabulary<:CHAR:> perhaps the documents only contain stop words,1024
none,42110,8,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
cluster_created,42170,1,"<:CHAR:>Unknown label type<:CHAR:> array([[ <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>> ],<:CHAR:>",1024
cluster_created,42171,1,JoblibMemoryError,1024
none,42110,9,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
none,42120,3,tuple index out of range,1024
cluster_created,42172,1,adding a nonzero scalar to a sparse matrix is not supported,1024
cluster_created,42173,1,incompatible dimensions,1024
none,41477,2,all the input array dimensions except for the concatenation axis must match exactly,1024
none,42027,15,<<:CHAR:>VID<:CHAR:>> object has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_template_changed,42064,4,cannot import name <:*:>,1024
cluster_template_changed,42156,2,Cannot cast array data from dtype(<<:CHAR:>VID<:CHAR:>>) to <:*:> according to the rule <<:CHAR:>VID<:CHAR:>>,1024
none,42039,9,"<:CHAR:>Found input variables with inconsistent numbers of samples<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
cluster_created,42174,1,empty vocabulary<:CHAR:> training set may have contained only stop words or min df (resp<:CHAR:> max df) may be too high (resp<:CHAR:> too low)<:CHAR:>,1024
cluster_created,42175,1,Could not interpret optimizer identifier<:CHAR:> None,1024
none,42050,6,setting an array element with a sequence<:CHAR:>,1024
none,42066,2,"<:CHAR:><<:CHAR:>URL<:CHAR:>>[<<:CHAR:>NUM<:CHAR:>>] = <<:CHAR:>NUM<:CHAR:>> should be equal to <<:CHAR:>NUM<:CHAR:>>, the number of features at training time<:CHAR:>",1024
none,42043,2,min faces per person=<<:CHAR:>NUM<:CHAR:>> is too restrictive,1024
cluster_created,42176,1,ufunc <<:CHAR:>VID<:CHAR:>> did not contain a loop with signature matching types dtype('<U32') dtype('<U32') dtype('<U32'),1024
cluster_template_changed,42159,2,init () got an unexpected keyword argument <:*:>,1024
cluster_created,42177,1,"<:CHAR:>Found array with <<:CHAR:>NUM<:CHAR:>> sample(s) (shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)) while a minimum of <<:CHAR:>NUM<:CHAR:>> is required<:CHAR:><:CHAR:>",1024
cluster_created,42178,1,Expected only <<:CHAR:>NUM<:CHAR:>> output in the scikit-learn tree<:CHAR:>,1024
none,42049,6,"<:CHAR:>Input contains NaN, infinity or a value too large for <:*:>",1024
cluster_created,42179,1,"<:CHAR:>Cannot clone object <<<:CHAR:>URL<:CHAR:>> <<:CHAR:>URL<:CHAR:>>ifier object at <<:CHAR:>HEX<:CHAR:>>>, as the constructor either does not set or modifies parameter layers<:CHAR:>",1024
cluster_created,42180,1,<<:CHAR:>VID<:CHAR:>> and <<:CHAR:>VID<:CHAR:>> types are expected to be both numerical<:CHAR:> Got <<:CHAR:>URL<:CHAR:>>=float64 and type(missing values)=<class <<:CHAR:>VID<:CHAR:>>><:CHAR:>,1024
none,42110,10,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
none,41890,9,could not convert string to float<:CHAR:> <:*:>,1024
cluster_created,42181,1,"<:CHAR:>Found array with <<:CHAR:>NUM<:CHAR:>> feature(s) (shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)) while a minimum of <<:CHAR:>NUM<:CHAR:>> is required by check pairwise arrays<:CHAR:><:CHAR:>",1024
none,42027,16,<<:CHAR:>VID<:CHAR:>> object has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,42067,2,"<:CHAR:><<:CHAR:>URL<:CHAR:>> has the wrong size, try recompiling<:CHAR:>",1024
cluster_created,42182,1,cannot import name <<:CHAR:>VID<:CHAR:>> from <<:CHAR:>VID<:CHAR:>> (C<:CHAR:>\Users\Alienware\Anaconda3\envs\tf2\lib\site-packages\scipy\special\ init <:CHAR:>py),1024
cluster_created,42183,1,ufunc <<:CHAR:>VID<:CHAR:>> output (typecode <<:CHAR:>VID<:CHAR:>>) could not be coerced to provided output parameter (typecode <<:CHAR:>VID<:CHAR:>>) according to the casting rule '<<:CHAR:>VID<:CHAR:>>',1024
none,42071,5,<<:CHAR:>VID<:CHAR:>> object is not <:*:>,1024
none,42057,2,name <<:CHAR:>VID<:CHAR:>> is not defined,1024
none,42027,17,<<:CHAR:>VID<:CHAR:>> object has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,42119,2,ndarray is not C-contiguous,1024
none,42086,2,unorderable types<:CHAR:> str() > float(),1024
none,41577,5,[Errno <:*:> Permission denied<:CHAR:> <:*:>,1024
none,42041,7,No module named <:*:>,1024
none,42041,8,No module named <:*:>,1024
none,42027,18,<<:CHAR:>VID<:CHAR:>> object has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,42164,2,cannot perform reduce with flexible type,1024
cluster_created,42184,1,A value in x new is below the interpolation range<:CHAR:>,1024
none,42027,19,<<:CHAR:>VID<:CHAR:>> object has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,39525,30,unhashable type<:CHAR:> <:*:>,1024
cluster_created,42185,1,"<:CHAR:>matmul<:CHAR:> Input operand <<:CHAR:>NUM<:CHAR:>> has a mismatch in its core dimension <<:CHAR:>NUM<:CHAR:>>, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size <<:CHAR:>NUM<:CHAR:>> is different from <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42144,2,float() argument must be a string or a number,1024
cluster_created,42186,1,"<:CHAR:>logits and labels must be same size<:CHAR:> logits size=[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>] labels size=[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
cluster_created,42187,1,"<:CHAR:>x and y must have same first dimension, but have shapes (<<:CHAR:>NUM<:CHAR:>>,) and (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
cluster_created,42188,1,y contains previously unseen labels<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>],1024
cluster_created,42189,1,"<:CHAR:>blocks[<<:CHAR:>NUM<:CHAR:>>,<:CHAR:>] has incompatible row dimensions<:CHAR:>",1024
cluster_created,42190,1,supplying multiple axes to axis is no longer supported<:CHAR:>,1024
none,42085,5,module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_template_changed,42177,2,"<:CHAR:>Found array with <<:CHAR:>NUM<:CHAR:>> <:*:> (shape=(<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)) while a minimum of <<:CHAR:>NUM<:CHAR:>> is required<:CHAR:><:CHAR:>",1024
none,42027,20,<<:CHAR:>VID<:CHAR:>> object has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,42057,3,name <<:CHAR:>VID<:CHAR:>> is not defined,1024
none,39529,158,<:EMP:>,1024
cluster_created,42191,1,Traceback (most recent call last),1024
cluster_created,42192,1,x and y must be the same size,1024
cluster_created,42193,1,array is too big<:CHAR:>,1024
none,42136,2,Not implemented for this type,1024
none,42036,2,"<:CHAR:>A sparse matrix was passed, but dense data is required<:CHAR:> Use <<:CHAR:>URL<:CHAR:>>() to convert to a dense numpy array<:CHAR:><:CHAR:>",1024
none,39525,31,unhashable type<:CHAR:> <:*:>,1024
cluster_created,42194,1,Singleton array array(<<:CHAR:>NUM<:CHAR:>>) cannot be considered a valid collection<:CHAR:>,1024
cluster_template_changed,41283,2,"<:CHAR:>Unable to allocate <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>> <:*:> for an array with shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>) and data type float64<:CHAR:>",1024
none,39525,32,unhashable type<:CHAR:> <:*:>,1024
none,41890,10,could not convert string to float<:CHAR:> <:*:>,1024
cluster_created,42195,1,A worker process managed by the executor was unexpectedly terminated<:CHAR:> This could be caused by a segmentation fault while calling the function or by an excessive memory usage causing the Operating System to kill the worker<:CHAR:>,1024
cluster_created,42196,1,The pipeline object is not an instance of PMMLPipeline,1024
cluster_created,42197,1,negative dimensions are not allowed,1024
cluster_created,42198,1,lower not found,1024
cluster_created,42199,1,cannot import name <<:CHAR:>VID<:CHAR:>> from <<:CHAR:>VID<:CHAR:>> (C<:CHAR:>\Users\<my username>\AppData\Local\Programs\Python\Python38-<<:CHAR:>NUM<:CHAR:>>\lib\site-packages\sklearn\externals\ init <:CHAR:>py),1024
cluster_created,42200,1,multilabel-indicator is not supported,1024
cluster_created,42201,1,y contains new labels<:CHAR:> [nan],1024
none,42073,5,"<:CHAR:>bad input shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
cluster_created,42202,1,"<:CHAR:>range() integer end argument expected, got float<:CHAR:><:CHAR:>",1024
none,42071,6,<<:CHAR:>VID<:CHAR:>> object is not <:*:>,1024
cluster_created,42203,1,<<:CHAR:>NUM<:CHAR:>> requested and <<:CHAR:>NUM<:CHAR:>> written,1024
cluster_created,42204,1,"<:CHAR:>If using all scalar values, you must pass an index<:CHAR:>",1024
none,42050,7,setting an array element with a sequence<:CHAR:>,1024
cluster_created,42205,1,"<:CHAR:>blocks[<<:CHAR:>NUM<:CHAR:>>,<:CHAR:>] has incompatible row dimensions<:CHAR:> Got blocks[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>shape[<<:CHAR:>NUM<:CHAR:>>] == <<:CHAR:>NUM<:CHAR:>>, expected <<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:>",1024
none,42071,7,<<:CHAR:>VID<:CHAR:>> object is not <:*:>,1024
cluster_created,42206,1,cannot import name <<:CHAR:>VID<:CHAR:>> from <<:CHAR:>VID<:CHAR:>> (C<:CHAR:>\Users\Pieter\Python pro,1024
none,39529,159,<:EMP:>,1024
cluster_created,42207,1,/home/ajshack pg/sklearn/ check build/ check <<:CHAR:>URL<:CHAR:>><:CHAR:> undefined symbol<:CHAR:> PyUnicodeUCS4 DecodeUTF8,1024
cluster_created,42208,1,Can't pickle <type <<:CHAR:>VID<:CHAR:>>><:CHAR:> it's not found as builtin <:CHAR:>module,1024
cluster_template_changed,42027,21,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42050,8,setting an array element with a sequence<:CHAR:>,1024
cluster_created,42209,1,<:CHAR:>[Errno <<:CHAR:>NUM<:CHAR:>>] Permission denied<:CHAR:> '/usr/lib/python2<:CHAR:><<:CHAR:>NUM<:CHAR:>>/dist-packages/scipy-<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>egg-info' <:CHAR:><:CHAR:><:CHAR:><:CHAR:><:CHAR:><:CHAR:><:CHAR:>,1024
none,42027,22,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42027,23,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42027,24,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,42210,1,"<:CHAR:>could not broadcast input array from shape (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>) into shape (<<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42210,2,"<:CHAR:>could not broadcast input array from shape (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>) into shape (<<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
cluster_created,42211,1,[WinError <<:CHAR:>NUM<:CHAR:>>] %<<:CHAR:>NUM<:CHAR:>> is not a valid Win32 application,1024
none,41890,11,could not convert string to float<:CHAR:> <:*:>,1024
none,42110,11,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
cluster_created,42212,1,Invalid shape in axis <<:CHAR:>NUM<:CHAR:>><:CHAR:> <<:CHAR:>NUM<:CHAR:>><:CHAR:>,1024
none,42085,6,module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,42039,10,"<:CHAR:>Found input variables with inconsistent numbers of samples<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
cluster_created,42213,1,could not read bytes,1024
none,42027,25,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,42214,1,"<:CHAR:>Cannot load backend <<:CHAR:>VID<:CHAR:>> which requires the <<:CHAR:>VID<:CHAR:>> interactive framework, as <<:CHAR:>VID<:CHAR:>> is currently running<:CHAR:>",1024
cluster_created,42215,1,incompatible sizes<:CHAR:> argument <<:CHAR:>VID<:CHAR:>> must be length <<:CHAR:>NUM<:CHAR:>> or scalar,1024
cluster_created,42216,1,<<:CHAR:>URL<:CHAR:>>',1024
none,42120,4,tuple index out of range,1024
none,42109,3,only integer arrays with one element can be converted to an index,1024
